word,care_hlcts,fairness_hlcts,loyalty_hlcts,authority_hlcts,sanctity_hlcts,total_seen,seen_care,seen_fairness,seen_loyalty,seen_authority,seen_sanctity,care_pos,care_neg,care_neu,care_sent,fairness_pos,fairness_neg,fairness_neu,fairness_sent,loyalty_pos,loyalty_neg,loyalty_neu,loyalty_sent,authority_pos,authority_neg,authority_neu,authority_sent,sanctity_pos,sanctity_neg,sanctity_neu,sanctity_sent,avg_pos,avg_neg,avg_neu,sum_hl,care_p,fairness_p,loyalty_p,authority_p,sanctity_p,ind_vader,ind_comp,tag,care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,foundation
critical,12,10,17,15,9,656,126,131,149,141,110,0.160333333,0.343833333,0.495833333,-0.15765,0.1103,0.4486,0.4411,-0.25956,0.131,0.366058824,0.503,-0.164476471,0.107866667,0.310933333,0.581266667,-0.203213333,0.213444444,0.295777778,0.490777778,-0.008877778,0,0,0,63,0.095238095,0.076335878,0.11409396,0.106382979,0.081818182,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,a,0,0,0,0,0,0.095238095,0.076335878,0.11409396,0.106382979,0.081818182,loyalty.vice
killings,9,14,8,7,2,258,45,59,46,47,61,0.162333333,0.555111111,0.282555556,-0.719633333,0.064142857,0.657142857,0.278642857,-0.814578571,0.155125,0.515375,0.32925,-0.68535,0.023,0.524857143,0.452142857,-0.772085714,0.165,0.6235,0.2115,-0.6214,0,0,0,40,0.2,0.237288136,0.173913043,0.14893617,0.032786885,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6705}",-0.6705,n,0,0,0,0,0,0.2,0.237288136,0.173913043,0.14893617,0.032786885,fairness.vice
prison,27,39,8,19,10,964,180,207,165,204,208,0.078814815,0.456481481,0.464740741,-0.54072963,0.090205128,0.512512821,0.397307692,-0.551238462,0.09025,0.43625,0.4735,-0.5113625,0.068736842,0.521842105,0.409368421,-0.577984211,0.104,0.4592,0.4368,-0.57436,0,0,0,103,0.15,0.188405797,0.048484848,0.093137255,0.048076923,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",-0.5106,n,0,0,0,0,0,0.15,0.188405797,0.048484848,0.093137255,0.048076923,fairness.vice
murders,7,0,3,2,3,90,18,19,18,16,19,0.051857143,0.537142857,0.410857143,-0.667971429,0,0,0,0,0.062666667,0.709666667,0.228,-0.776666667,0.324,0.27,0.405,-0.0516,0,0.808333333,0.191666667,-0.849466667,0,0,0,15,0.388888889,0,0.166666667,0.125,0.157894737,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.6124}",-0.6124,n,0,0,0,0,0,0.388888889,0,0.166666667,0.125,0.157894737,care.vice
criminal,22,42,28,26,22,1084,212,205,210,266,191,0.139181818,0.540863636,0.319909091,-0.455172727,0.177119048,0.468928571,0.353904762,-0.422552381,0.162392857,0.423571429,0.414107143,-0.394182143,0.099538462,0.434692308,0.465769231,-0.453076923,0.152363636,0.457818182,0.389727273,-0.449354545,0,0,0,140,0.103773585,0.204878049,0.133333333,0.097744361,0.115183246,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5267}",-0.5267,a,0,0,0,0,0,0.103773585,0.204878049,0.133333333,0.097744361,0.115183246,fairness.vice
approval,1,11,9,13,2,369,72,84,68,85,60,0.635,0.206,0.159,0.7964,0.446272727,0.088545455,0.465090909,0.407090909,0.552,0.126555556,0.321666667,0.558877778,0.413538462,0.065153846,0.521230769,0.448692308,0.3,0.3425,0.3575,-0.18745,0,0,0,36,0.013888889,0.130952381,0.132352941,0.152941176,0.033333333,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767,n,0.013888889,0.130952381,0.132352941,0.152941176,0.033333333,0,0,0,0,0,authority.virtue
leaked,4,6,9,3,0,134,25,33,33,19,24,0,0.4555,0.5445,-0.51535,0,0.501333333,0.498666667,-0.3182,0,0.472777778,0.527222222,-0.431466667,0.063,0.269333333,0.667666667,-0.3108,0,0,0,0,0,0,0,22,0.16,0.181818182,0.272727273,0.157894737,0,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,v,0,0,0,0,0,0.16,0.181818182,0.272727273,0.157894737,0,loyalty.vice
fulfill,3,2,3,5,2,107,20,18,19,33,17,0.488666667,0.086,0.425333333,0.559033333,0.593,0.356,0.051,0.296,0.535,0,0.465,0.5938,0.4856,0,0.5144,0.58648,0.277,0.209,0.514,0.08895,0,0,0,15,0.15,0.111111111,0.157894737,0.151515152,0.117647059,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,v,0.15,0.111111111,0.157894737,0.151515152,0.117647059,0,0,0,0,0,loyalty.virtue
play,7,13,10,17,7,587,123,131,90,142,101,0.358142857,0.058571429,0.583428571,0.424257143,0.379076923,0.065615385,0.555230769,0.366653846,0.4875,0.0656,0.4469,0.45616,0.375882353,0.050764706,0.573352941,0.374847059,0.347714286,0.065571429,0.586714286,0.332514286,0,0,0,54,0.056910569,0.099236641,0.111111111,0.11971831,0.069306931,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",0.34,v,0.056910569,0.099236641,0.111111111,0.11971831,0.069306931,0,0,0,0,0,authority.virtue
troubled,6,2,6,4,3,195,45,37,45,35,33,0.0165,0.574666667,0.408833333,-0.5897,0.044,0.507,0.4485,-0.5842,0.139833333,0.388666667,0.471333333,-0.3644,0.1275,0.3435,0.529,-0.280325,0.070333333,0.393333333,0.536333333,-0.476066667,0,0,0,21,0.133333333,0.054054054,0.133333333,0.114285714,0.090909091,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",-0.4588,v,0,0,0,0,0,0.133333333,0.054054054,0.133333333,0.114285714,0.090909091,care.vice
beating,9,4,4,8,8,147,36,32,25,27,27,0,0.606111111,0.393888889,-0.639811111,0,0.5965,0.4035,-0.775825,0,0.7265,0.2735,-0.830225,0.059875,0.3855,0.554625,-0.3972875,0,0.682125,0.317875,-0.7025,0,0,0,33,0.25,0.125,0.16,0.296296296,0.296296296,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4588}",-0.4588,v,0,0,0,0,0,0.25,0.125,0.16,0.296296296,0.296296296,authority.vice
exploit,4,3,6,3,8,71,14,13,15,12,17,0.18525,0.375,0.4395,-0.201775,0.195,0.375666667,0.429,-0.1444,0.0785,0.574666667,0.346666667,-0.36425,0,0.242666667,0.757333333,-0.1027,0.163875,0.4035,0.4325,-0.3753375,0,0,0,24,0.285714286,0.230769231,0.4,0.25,0.470588235,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1027}",-0.1027,v,0,0,0,0,0,0.285714286,0.230769231,0.4,0.25,0.470588235,sanctity.vice
lack,23,20,21,21,7,762,177,153,157,154,121,0.113913043,0.443826087,0.442304348,-0.365547826,0.11885,0.4255,0.45565,-0.297825,0.141,0.462,0.396904762,-0.37742381,0.124190476,0.416285714,0.459571429,-0.304642857,0.178857143,0.410142857,0.411142857,-0.336028571,0,0,0,92,0.129943503,0.130718954,0.133757962,0.136363636,0.05785124,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,n,0,0,0,0,0,0.129943503,0.130718954,0.133757962,0.136363636,0.05785124,authority.vice
focused,11,8,11,6,3,494,109,105,115,74,91,0.392909091,0.080818182,0.526272727,0.445181818,0.32325,0.267625,0.409125,-0.0390625,0.389363636,0.164090909,0.446909091,0.213472727,0.380333333,0.0725,0.547333333,0.415383333,0.414666667,0.177666667,0.407666667,0.350166667,0,0,0,39,0.100917431,0.076190476,0.095652174,0.081081081,0.032967033,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,v,0.100917431,0.076190476,0.095652174,0.081081081,0.032967033,0,0,0,0,0,care.virtue
embrace,6,4,8,20,5,257,55,50,42,68,42,0.5315,0.072333333,0.396333333,0.5081,0.405,0.08975,0.50525,0.2742,0.4845,0.082625,0.432875,0.4699,0.44775,0.12905,0.4232,0.32525,0.4986,0.0442,0.4572,0.49114,0,0,0,43,0.109090909,0.08,0.19047619,0.294117647,0.119047619,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,v,0.109090909,0.08,0.19047619,0.294117647,0.119047619,0,0,0,0,0,authority.virtue
combat,13,10,5,21,6,480,89,90,94,109,98,0.100923077,0.443769231,0.455230769,-0.351938462,0.1163,0.4163,0.4675,-0.37796,0,0.3754,0.6246,-0.43536,0.054666667,0.337380952,0.608,-0.373842857,0.162833333,0.437666667,0.399333333,-0.193933333,0,0,0,55,0.146067416,0.111111111,0.053191489,0.19266055,0.06122449,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,n,0,0,0,0,0,0.146067416,0.111111111,0.053191489,0.19266055,0.06122449,authority.vice
injustice,2,9,3,5,6,125,29,27,19,23,27,0.4195,0.4065,0.174,0.11045,0.041666667,0.607222222,0.351111111,-0.695355556,0.076,0.566666667,0.357666667,-0.653966667,0.1646,0.5298,0.3058,-0.62402,0.098166667,0.573333333,0.328333333,-0.630966667,0,0,0,25,0.068965517,0.333333333,0.157894737,0.217391304,0.222222222,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",-0.5719,n,0,0,0,0,0,0.068965517,0.333333333,0.157894737,0.217391304,0.222222222,fairness.vice
stress,2,1,3,1,9,175,21,32,37,34,51,0,0.636,0.364,-0.66385,0.165,0.363,0.472,-0.3976,0.226333333,0.318666667,0.455333333,-0.215866667,0,0.219,0.781,-0.4215,0.030444444,0.527444444,0.442111111,-0.613866667,0,0,0,16,0.095238095,0.03125,0.081081081,0.029411765,0.176470588,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,n,0,0,0,0,0,0.095238095,0.03125,0.081081081,0.029411765,0.176470588,sanctity.vice
accusations,1,7,7,3,4,187,29,36,49,33,40,0,0.681,0.319,-0.7506,0.182285714,0.522857143,0.294714286,-0.404985714,0.079857143,0.596714286,0.323428571,-0.469757143,0.133666667,0.600333333,0.266,-0.591233333,0.072,0.55425,0.37375,-0.62115,0,0,0,22,0.034482759,0.194444444,0.142857143,0.090909091,0.1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3182}",-0.3182,n,0,0,0,0,0,0.034482759,0.194444444,0.142857143,0.090909091,0.1,fairness.vice
doubt,3,10,10,8,8,455,75,108,89,107,76,0.109,0.511333333,0.38,-0.4012,0.0652,0.445,0.4899,-0.41107,0.164,0.3402,0.4957,-0.18651,0.066125,0.3785,0.5555,-0.3119625,0.13775,0.393125,0.469,-0.27705,0,0,0,39,0.04,0.092592593,0.112359551,0.074766355,0.105263158,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",-0.3612,n,0,0,0,0,0,0.04,0.092592593,0.112359551,0.074766355,0.105263158,loyalty.vice
struggles,2,5,2,0,6,77,13,16,13,14,21,0,0.568,0.432,-0.5559,0.0584,0.6658,0.2758,-0.65608,0,0.353,0.647,-0.49905,0,0,0,0,0.147333333,0.458833333,0.394,-0.314416667,0,0,0,15,0.153846154,0.3125,0.153846154,0,0.285714286,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",-0.3612,n,0,0,0,0,0,0.153846154,0.3125,0.153846154,0,0.285714286,fairness.vice
pressure,12,17,20,26,12,689,126,164,146,138,115,0.080166667,0.402,0.517833333,-0.411166667,0.102647059,0.380588235,0.516823529,-0.359941176,0.19635,0.34045,0.4632,-0.09297,0.112961538,0.413846154,0.473115385,-0.355957692,0.184416667,0.3575,0.458166667,-0.070558333,0,0,0,87,0.095238095,0.103658537,0.136986301,0.188405797,0.104347826,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,n,0,0,0,0,0,0.095238095,0.103658537,0.136986301,0.188405797,0.104347826,authority.vice
fails,4,7,1,0,2,111,24,26,21,24,16,0.14525,0.48075,0.374,-0.4846,0.124,0.357428571,0.518571429,-0.296285714,0.173,0.293,0.533,-0.2023,0,0,0,0,0.166,0.3895,0.445,-0.44295,0,0,0,14,0.166666667,0.269230769,0.047619048,0,0.125,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4215}",-0.4215,v,0,0,0,0,0,0.166666667,0.269230769,0.047619048,0,0.125,fairness.vice
painful,5,3,0,2,2,155,44,24,21,34,32,0.0284,0.3748,0.5968,-0.40696,0,0.472,0.528,-0.553033333,0,0,0,0,0,0.332,0.668,-0.4404,0,0.373,0.627,-0.4404,0,0,0,12,0.113636364,0.125,0,0.058823529,0.0625,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",-0.4404,a,0,0,0,0,0,0.113636364,0.125,0,0.058823529,0.0625,fairness.vice
attacks,96,51,52,66,45,2115,411,465,446,423,370,0.070770833,0.54534375,0.383916667,-0.586676042,0.088039216,0.49854902,0.413411765,-0.531027451,0.070384615,0.525192308,0.404423077,-0.556973077,0.095439394,0.494651515,0.409878788,-0.544398485,0.079177778,0.531622222,0.389311111,-0.561264444,0,0,0,310,0.233576642,0.109677419,0.116591928,0.156028369,0.121621622,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",-0.4404,n,0,0,0,0,0,0.233576642,0.109677419,0.116591928,0.156028369,0.121621622,care.vice
rage,4,3,10,7,3,88,12,16,26,17,17,0,0.6825,0.3175,-0.789875,0.112,0.498666667,0.39,-0.716733333,0.1927,0.4345,0.3728,-0.42321,0.128285714,0.626285714,0.245428571,-0.530542857,0.043666667,0.455333333,0.501,-0.613233333,0,0,0,27,0.333333333,0.1875,0.384615385,0.411764706,0.176470588,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5574}",-0.5574,n,0,0,0,0,0,0.333333333,0.1875,0.384615385,0.411764706,0.176470588,authority.vice
punishment,10,10,4,10,5,223,50,36,36,52,49,0.0089,0.6723,0.3187,-0.77321,0.15,0.6035,0.2465,-0.59815,0.094,0.524,0.38175,-0.598675,0.1363,0.486,0.3777,-0.4186,0.0584,0.6172,0.3244,-0.69114,0,0,0,39,0.2,0.277777778,0.111111111,0.192307692,0.102040816,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,n,0,0,0,0,0,0.2,0.277777778,0.111111111,0.192307692,0.102040816,fairness.vice
hateful,4,0,6,4,1,81,15,21,16,15,14,0.28175,0.418,0.3,-0.3082,0,0,0,0,0.2475,0.3105,0.442,-0.1799,0,0.5485,0.4515,-0.660575,0.323,0.516,0.161,-0.296,0,0,0,15,0.266666667,0,0.375,0.266666667,0.071428571,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4939}",-0.4939,a,0,0,0,0,0,0.266666667,0,0.375,0.266666667,0.071428571,loyalty.vice
weak,6,8,2,2,6,174,35,32,35,39,33,0.098833333,0.5625,0.3385,-0.460966667,0.087125,0.504625,0.40825,-0.52055,0,0.646,0.354,-0.80145,0,0.3935,0.6065,-0.4404,0.048833333,0.531166667,0.42,-0.645183333,0,0,0,24,0.171428571,0.25,0.057142857,0.051282051,0.181818182,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4404}",-0.4404,a,0,0,0,0,0,0.171428571,0.25,0.057142857,0.051282051,0.181818182,fairness.vice
shake,3,6,4,3,1,123,23,26,19,27,28,0.085,0.479,0.435666667,-0.545666667,0.241,0.356333333,0.402666667,-0.160416667,0.14,0.43975,0.42025,-0.08895,0.48,0.323666667,0.196333333,0.336033333,0,0.298,0.702,-0.1779,0,0,0,17,0.130434783,0.230769231,0.210526316,0.111111111,0.035714286,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.1779}",-0.1779,v,0,0,0,0,0,0.130434783,0.230769231,0.210526316,0.111111111,0.035714286,fairness.vice
certainly,5,7,15,8,4,689,119,144,146,150,131,0.4488,0.1558,0.3952,0.20696,0.456571429,0.207142857,0.336142857,0.315257143,0.407333333,0.154666667,0.438,0.306186667,0.53475,0.049375,0.415875,0.4083875,0.363,0.095,0.542,0.3366,0,0,0,39,0.042016807,0.048611111,0.102739726,0.053333333,0.030534351,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.34}",0.34,r,0.042016807,0.048611111,0.102739726,0.053333333,0.030534351,0,0,0,0,0,loyalty.virtue
trouble,3,2,3,6,7,293,54,53,44,72,70,0,0.305,0.695,-0.4019,0.2135,0.2595,0.527,-0.0132,0.124333333,0.293,0.582666667,-0.240233333,0,0.583333333,0.416666667,-0.763583333,0.027571429,0.359428571,0.613,-0.436214286,0,0,0,21,0.055555556,0.037735849,0.068181818,0.083333333,0.1,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,n,0,0,0,0,0,0.055555556,0.037735849,0.068181818,0.083333333,0.1,sanctity.vice
safe,40,27,25,18,21,823,152,170,177,177,147,0.458525,0.071525,0.47,0.4131825,0.470444444,0.15362963,0.375925926,0.367137037,0.5242,0.08644,0.3894,0.44384,0.455666667,0.107388889,0.436833333,0.377772222,0.401857143,0.121095238,0.476952381,0.362014286,0,0,0,131,0.263157895,0.158823529,0.141242938,0.101694915,0.142857143,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,a,0.263157895,0.158823529,0.141242938,0.101694915,0.142857143,0,0,0,0,0,care.virtue
criminals,6,9,8,3,11,148,18,36,26,38,30,0.027833333,0.701333333,0.270833333,-0.80145,0.044666667,0.520111111,0.435222222,-0.724222222,0.056625,0.5125,0.43075,-0.7076125,0,0.623666667,0.376333333,-0.749666667,0.072272727,0.569272727,0.358454545,-0.668781818,0,0,0,37,0.333333333,0.25,0.307692308,0.078947368,0.366666667,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",-0.5719,n,0,0,0,0,0,0.333333333,0.25,0.307692308,0.078947368,0.366666667,sanctity.vice
destruction,19,6,4,3,8,227,48,49,48,49,33,0.080894737,0.491421053,0.427736842,-0.523594737,0.0335,0.415,0.5515,-0.645,0,0.56075,0.43925,-0.78695,0.074333333,0.505,0.420333333,-0.665533333,0.055125,0.523875,0.421125,-0.6148875,0,0,0,40,0.395833333,0.12244898,0.083333333,0.06122449,0.242424242,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5719}",-0.5719,n,0,0,0,0,0,0.395833333,0.12244898,0.083333333,0.06122449,0.242424242,care.vice
strong,27,28,49,40,25,1258,236,277,254,260,231,0.459185185,0.122592593,0.418148148,0.431914815,0.466428571,0.060464286,0.473107143,0.536753571,0.555755102,0.053408163,0.390877551,0.576404082,0.53425,0.06635,0.3994,0.5189675,0.48356,0.06188,0.45456,0.495092,0,0,0,169,0.11440678,0.101083032,0.192913386,0.153846154,0.108225108,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106,a,0.11440678,0.101083032,0.192913386,0.153846154,0.108225108,0,0,0,0,0,loyalty.virtue
welcome,10,11,8,4,9,313,55,73,74,59,52,0.4644,0.1427,0.3928,0.39568,0.369636364,0.102818182,0.527545455,0.426954545,0.597375,0,0.402625,0.5430875,0.46325,0,0.53675,0.519175,0.431888889,0.068555556,0.499555556,0.365422222,0,0,0,42,0.181818182,0.150684932,0.108108108,0.06779661,0.173076923,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4588}",0.4588,a,0.181818182,0.150684932,0.108108108,0.06779661,0.173076923,0,0,0,0,0,care.virtue
succeed,5,3,4,3,5,206,42,51,39,32,42,0.3686,0.2276,0.4038,0.0216,0.508,0.086333333,0.405666667,0.592933333,0.538,0.07175,0.39025,0.57405,0.425666667,0,0.574333333,0.5928,0.3654,0.2212,0.4134,0.13166,0,0,0,20,0.119047619,0.058823529,0.102564103,0.09375,0.119047619,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4939}",0.4939,v,0.119047619,0.058823529,0.102564103,0.09375,0.119047619,0,0,0,0,0,care.virtue
truly,4,9,6,3,6,349,65,86,60,84,54,0.3965,0.10725,0.49625,0.4916,0.544111111,0.020333333,0.435444444,0.632,0.455333333,0.052833333,0.491833333,0.427233333,0.305666667,0.279666667,0.415,-0.016266667,0.357666667,0.078166667,0.563833333,0.404716667,0,0,0,28,0.061538462,0.104651163,0.1,0.035714286,0.111111111,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.4404,r,0.061538462,0.104651163,0.1,0.035714286,0.111111111,0,0,0,0,0,sanctity.virtue
lose,17,19,13,11,12,560,121,120,117,111,91,0.089352941,0.458176471,0.452294118,-0.388017647,0.225842105,0.398210526,0.376105263,-0.1961,0.125076923,0.456923077,0.417923077,-0.442415385,0.235090909,0.361818182,0.403,-0.213563636,0.239916667,0.4225,0.337666667,-0.13265,0,0,0,72,0.140495868,0.158333333,0.111111111,0.099099099,0.131868132,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,v,0,0,0,0,0,0.140495868,0.158333333,0.111111111,0.099099099,0.131868132,fairness.vice
challenges,10,8,16,11,5,564,120,108,97,139,100,0.3112,0.1271,0.5619,0.09821,0.358125,0.078375,0.5635,0.260875,0.343875,0.101875,0.55425,0.0809625,0.277090909,0.144181818,0.578727273,0.023954545,0.3966,0.1,0.5036,0.1742,0,0,0,50,0.083333333,0.074074074,0.164948454,0.079136691,0.05,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0772}",0.0772,v,0.083333333,0.074074074,0.164948454,0.079136691,0.05,0,0,0,0,0,loyalty.virtue
clear,17,38,31,33,15,1733,329,375,371,350,308,0.372823529,0.170647059,0.456588235,0.175705882,0.360157895,0.119447368,0.520394737,0.2872,0.423741935,0.126096774,0.450225806,0.3288,0.388363636,0.107606061,0.504090909,0.312060606,0.363466667,0.165333333,0.471133333,0.207126667,0,0,0,134,0.051671733,0.101333333,0.083557951,0.094285714,0.048701299,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3818}",0.3818,a,0.051671733,0.101333333,0.083557951,0.094285714,0.048701299,0,0,0,0,0,fairness.virtue
matters,3,11,5,8,5,366,59,68,84,84,72,0.562666667,0,0.437333333,0.304566667,0.271363636,0.062727273,0.665818182,0.086372727,0.3438,0.0212,0.635,0.22234,0.513125,0,0.486875,0.4073125,0.3232,0.1142,0.5626,0.14582,0,0,0,32,0.050847458,0.161764706,0.05952381,0.095238095,0.069444444,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.0258}",0.0258,n,0.050847458,0.161764706,0.05952381,0.095238095,0.069444444,0,0,0,0,0,fairness.virtue
devoted,0,1,5,3,2,85,11,14,22,19,19,0,0,0,0,0.48,0.324,0.196,0.1531,0.456,0.0378,0.5062,0.43102,0.409333333,0,0.590666667,0.4019,0.296,0.109,0.5955,0.2288,0,0,0,11,0,0.071428571,0.227272727,0.157894737,0.105263158,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,v,0,0.071428571,0.227272727,0.157894737,0.105263158,0,0,0,0,0,loyalty.virtue
create,29,22,17,24,12,763,145,175,153,166,125,0.344931034,0.223586207,0.43162069,0.054937931,0.334272727,0.148136364,0.517590909,0.184504545,0.352705882,0.042647059,0.604647059,0.330894118,0.323958333,0.216833333,0.459,0.047275,0.37275,0.15375,0.473416667,0.182408333,0,0,0,104,0.2,0.125714286,0.111111111,0.144578313,0.096,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,v,0.2,0.125714286,0.111111111,0.144578313,0.096,0,0,0,0,0,care.virtue
terrible,7,4,4,3,8,159,28,33,28,39,31,0.085714286,0.579857143,0.334428571,-0.573642857,0,0.63475,0.36525,-0.746425,0.19075,0.3735,0.43575,-0.249375,0.14,0.392,0.467666667,-0.355533333,0.0525,0.548125,0.39925,-0.47005,0,0,0,26,0.25,0.121212121,0.142857143,0.076923077,0.258064516,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4767}",-0.4767,a,0,0,0,0,0,0.25,0.121212121,0.142857143,0.076923077,0.258064516,sanctity.vice
agreed,19,31,21,25,13,753,151,158,127,165,152,0.429736842,0.099631579,0.470684211,0.311715789,0.360354839,0.121,0.518709677,0.24666129,0.382666667,0.136285714,0.481095238,0.19657619,0.3938,0.0632,0.543,0.238344,0.315769231,0.203538462,0.480615385,0.068361538,0,0,0,109,0.125827815,0.196202532,0.165354331,0.151515152,0.085526316,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,v,0.125827815,0.196202532,0.165354331,0.151515152,0.085526316,0,0,0,0,0,fairness.virtue
denying,4,6,3,1,6,103,17,24,25,18,19,0.11725,0.308,0.575,-0.195675,0.074833333,0.333666667,0.5915,-0.243266667,0.099,0.418,0.483333333,-0.312333333,0.161,0.322,0.517,-0.4215,0.052333333,0.3355,0.612166667,-0.32925,0,0,0,20,0.235294118,0.25,0.12,0.055555556,0.315789474,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.34}",-0.34,v,0,0,0,0,0,0.235294118,0.25,0.12,0.055555556,0.315789474,sanctity.vice
crime,42,65,18,21,27,1084,203,286,210,174,211,0.057238095,0.5985,0.344285714,-0.655940476,0.032646154,0.637738462,0.329646154,-0.737427692,0.021777778,0.5535,0.424722222,-0.721105556,0.064047619,0.532047619,0.404,-0.666604762,0.044111111,0.593296296,0.362592593,-0.654737037,0,0,0,173,0.206896552,0.227272727,0.085714286,0.120689655,0.127962085,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5423}",-0.5423,n,0,0,0,0,0,0.206896552,0.227272727,0.085714286,0.120689655,0.127962085,fairness.vice
reject,2,6,7,4,1,199,37,46,41,43,32,0,0.403,0.597,-0.4019,0.044,0.429666667,0.526333333,-0.448366667,0.083714286,0.418571429,0.497714286,-0.290442857,0,0.44775,0.55225,-0.538125,0,0.655,0.345,-0.886,0,0,0,20,0.054054054,0.130434783,0.170731707,0.093023256,0.03125,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019,v,0,0,0,0,0,0.054054054,0.130434783,0.170731707,0.093023256,0.03125,loyalty.vice
willingness,4,4,8,4,4,115,19,26,27,23,21,0.6485,0.13875,0.21275,0.484375,0.357,0.1395,0.5035,0.281625,0.44525,0.09,0.464875,0.36205,0.4625,0.10425,0.43325,0.317125,0.4745,0.23075,0.29475,0.2609,0,0,0,24,0.210526316,0.153846154,0.296296296,0.173913043,0.19047619,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.2732}",0.2732,n,0.210526316,0.153846154,0.296296296,0.173913043,0.19047619,0,0,0,0,0,loyalty.virtue
